"GBAN","cluster","Orc_genre","Orc_species","Fun_order","Fun_family","Fun_genus","Fun_species","lat","lon","geneRegion","DOI","Title","Author","Origin","pubmed","number","Notes","otu"
"GQ907254","Cluster 52","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul26"
"GQ907255","Cluster 35","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul27"
"GQ907256","Cluster 35","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul27"
"GQ907257","Cluster 40","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",50.767724,5.635945,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul24"
"GQ907258","Cluster 40","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",50.767724,5.635945,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul24"
"GQ907259","Cluster 35","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",50.767724,5.635945,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul27"
"GQ907260","Cluster 35","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",50.767724,5.635945,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul27"
"GQ907261","Cluster 40","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul24"
"GQ907262","Cluster 40","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul24"
"GQ907263","Cluster 53","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul28"
"GQ907264","Cluster 53","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul28"
"GQ907265","Cluster 25","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul5"
"GQ907266","Cluster 25","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul5"
"GQ907267","Cluster 54","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul25"
"GQ907268","Cluster 54","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul25"
"GQ907269","Cluster 29","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.828297,5.87636,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul29"
"GQ907270","Cluster 29","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.828297,5.87636,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul29"
"GQ907271","Cluster 54","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.828297,5.87636,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul25"
"GQ907272","Cluster 27","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.828297,5.87636,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul23"
"GQ907273","Cluster 52","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.828297,5.87636,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul26"
"GQ907274","Cluster 52","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",50.828297,5.87636,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul26"
"GQ907275","Cluster 35","Orchis","Orchis purpurea","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul27"
"GQ907276","Cluster 35","Orchis","Orchis purpurea","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul27"
"GQ907277","Cluster 35","Orchis","Orchis purpurea","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul27"
"GQ907278","Cluster 35","Orchis","Orchis purpurea","Cantharellales","tulasnellaceae","","",50.794671,5.665723,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul27"
"GQ907279","Cluster 29","Orchis","Orchis purpurea","Cantharellales","tulasnellaceae","","",50.73955,5.823108,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul29"
"GQ907280","Cluster 29","Orchis","Orchis purpurea","Cantharellales","tulasnellaceae","","",50.73955,5.823108,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul29"
"GQ907281","Cluster 53","Orchis","Orchis purpurea","Cantharellales","tulasnellaceae","","",50.73955,5.823108,"ITS1-11","doi:10.1016/j.mimet.2009.11.004","From extensive clone libraries to comprehensive DNA arrays for the efficient and simultaneous detection and identification of orchid mycorrhizal fungi","Bart Lievens, Stefan van Kerckhove, Annelies Just‚, Bruno P.A. Cammue, Olivier Honnay, Hans Jacquemyn","",NA,NA,"","tul28"
"JN683843","Cluster 39","Orchis","Orchis tridentata","Cantharellales","ceratobasidiaceae","","",42.929914,11.875801,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","cer5"
"JN683847","Cluster 50","Orchis","Orchis tridentata","Cantharellales","tulasnellaceae","Epulorhiza","",42.929914,11.875801,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","tul30"
"JN683848","Cluster 3","Orchis","Orchis tridentata","Cantharellales","tulasnellaceae","Epulorhiza","",42.929914,11.875801,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","tul31"
"JN683852","Cluster 47","Orchis","Orchis tridentata","Cantharellales","ceratobasidiaceae","Ceratobasidium","",43.507604,10.357247,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","cer6"
"JN683853","Cluster 47","Orchis","Orchis tridentata","Cantharellales","ceratobasidiaceae","Ceratobasidium","",43.507604,10.357247,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","cer6"
"JN683854","Cluster 47","Orchis","Orchis tridentata","Cantharellales","ceratobasidiaceae","Ceratobasidium","",43.507604,10.357247,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","cer6"
"JN683855","Cluster 47","Orchis","Orchis tridentata","Cantharellales","ceratobasidiaceae","Ceratobasidium","Ceratobasidium cornigerum",43.507604,10.357247,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","cer6"
"JN683858","Cluster 15","Orchis","Orchis tridentata","Cantharellales","ceratobasidiaceae","Ceratobasidium","",43.507604,10.357247,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","cer7"
"JN683859","Cluster 70","Orchis","Orchis tridentata","Cantharellales","ceratobasidiaceae","","",43.507604,10.357247,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","cer8"
"JN683860","Cluster 46","Orchis","Orchis tridentata","Cantharellales","ceratobasidiaceae","","",42.929914,11.875801,"ITS1F,ITS4","DOI: 10.2478/s11535-012-0071-y","Analysis of fungal diversity in Orchis tridentata Scopoli","Pecoraro,L., Girlanda,M., Kull,T., Perini,C. and Perotto,S.","environmentalSample",NA,NA,"","cer9"
"JQ685234","Cluster 44","Himantoglossum","Himantoglossum adriaticum","Cantharellales","tulasnellaceae","","",43.15351,10.96098,"ITS1-OF/ITS4--OF","http://dx.doi.org/10.5091/plecevo.2013.782","Fungi from the roots of the terrestrial photosynthetic orchid Himantoglossum adriaticum","Lorenzo Pecoraro, Mariangela Girlanda,Tiiu Kull, Claudia Perini, Silvia Perotto","",NA,NA,"","tul32"
"JQ685236","Cluster 37","Himantoglossum","Himantoglossum adriaticum","Cantharellales","tulasnellaceae","","",43.15351,10.96098,"ITS1-OF/ITS4--OF","http://dx.doi.org/10.5091/plecevo.2013.782","Fungi from the roots of the terrestrial photosynthetic orchid Himantoglossum adriaticum","Lorenzo Pecoraro, Mariangela Girlanda,Tiiu Kull, Claudia Perini, Silvia Perotto","",NA,NA,"","tul33"
"JQ685243","Cluster 19","Himantoglossum","Himantoglossum adriaticum","Cantharellales","tulasnellaceae","","",43.15351,10.96098,"ITS1-OF/ITS4--OF","http://dx.doi.org/10.5091/plecevo.2013.782","Fungi from the roots of the terrestrial photosynthetic orchid Himantoglossum adriaticum","Lorenzo Pecoraro, Mariangela Girlanda,Tiiu Kull, Claudia Perini, Silvia Perotto","",NA,NA,"","tul17"
"JQ685245","Cluster 31","Himantoglossum","Himantoglossum adriaticum","Cantharellales","tulasnellaceae","","",43.15351,10.96098,"ITS1-OF/ITS4--OF","http://dx.doi.org/10.5091/plecevo.2013.782","Fungi from the roots of the terrestrial photosynthetic orchid Himantoglossum adriaticum","Lorenzo Pecoraro, Mariangela Girlanda,Tiiu Kull, Claudia Perini, Silvia Perotto","",NA,NA,"","tul34"
"JQ685248","Cluster 38","Himantoglossum","Himantoglossum adriaticum","Cantharellales","tulasnellaceae","","",42.92597,11.87873,"ITS1-OF/ITS4--OF","http://dx.doi.org/10.5091/plecevo.2013.783","Fungi from the roots of the terrestrial photosynthetic orchid Himantoglossum adriaticum","Lorenzo Pecoraro, Mariangela Girlanda,Tiiu Kull, Claudia Perini, Silvia Perotto","",NA,NA,"","tul9"
"JQ685249","Cluster 56","Himantoglossum","Himantoglossum adriaticum","Cantharellales","tulasnellaceae","","",42.92597,11.87873,"ITS1-OF/ITS4--OF","http://dx.doi.org/10.5091/plecevo.2013.784","Fungi from the roots of the terrestrial photosynthetic orchid Himantoglossum adriaticum","Lorenzo Pecoraro, Mariangela Girlanda,Tiiu Kull, Claudia Perini, Silvia Perotto","",NA,NA,"","tul35"
"KJ188443","Cluster 78","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",49.128889,13.658889,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul36"
"KJ188444","Cluster 58","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",48.991944,17.906667,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul37"
"KJ188445","Cluster 75","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",48.893333,18.229722,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul38"
"KJ188446","Cluster 2","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",49.061111,13.878056,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul39"
"KJ188447","Cluster 49","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",42.808611,43.378056,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul40"
"KJ188448","Cluster 49","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",45.188056,0.722222,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul40"
"KJ188449","Cluster 67","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",50.463889,14.610556,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul41"
"KJ188451","Cluster 82","Neottia","Neottia cordata","Cantharellales","tulasnellaceae","","",48.970833,13.564722,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul42"
"KJ188452","Cluster 61","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",49.078889,13.557222,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul43"
"KJ188453","Cluster 61","Neottia","Neottia cordata","Cantharellales","tulasnellaceae","","",48.984722,13.513333,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul43"
"KJ188454","Cluster 61","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",49.133611,13.503056,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul43"
"KJ188455","Cluster 61","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",49.211944,13.341944,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul43"
"KJ188456","Cluster 27","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",48.830278,17.54,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul23"
"KJ188457","Cluster 55","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",48.821667,17.550556,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul44"
"KJ188458","Cluster 55","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",49.154722,13.332778,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul44"
"KJ188459","Cluster 68","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",48.829167,17.539444,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul45"
"KJ188460","Cluster 68","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",58.238611,13.734444,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul45"
"KJ188461","Cluster 23","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",48.889167,17.531944,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul18"
"KJ188462","Cluster 42","Neottia","Neottia cordata","Cantharellales","tulasnellaceae","","",45.876944,6.403333,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul46"
"KJ188463","Cluster 42","Neottia","Neottia ovata ","Cantharellales","tulasnellaceae","","",45.188056,0.722222,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","tul46"
"KJ188557","Cluster 60","Neottia","Neottia ovata ","Cantharellales","ceratobasidiaceae","","",50.463889,14.610556,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","cer10"
"KJ188567","Cluster 22","Neottia","Neottia ovata ","Cantharellales","ceratobasidiaceae","","",48.829167,17.539444,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","cer11"
"KJ188576","Cluster 21","Neottia","Neottia cordata","Cantharellales","ceratobasidiaceae","","",62.855,9.255833,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","cer12"
"KJ188589","Cluster 65","Neottia","Neottia ovata ","Thelephorales","thelephoraceae","","",48.35,2.35,"ITS1F, ITS4","doi: 10.1111/mec.13088","Two widespread green Neottia species (Orchidaceae) show mycorrhizal preference for Sebacinales in various habitats and ontogenetic stages. ","T??itelov  T Kotil¡nek M Jers kov  J Joly FX Ko?nar J Tatarenko I Selosse MA ","",25612936,NA,"","the6"
